"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4",
"일본","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","537","451","429","389","510","445","523","223","729","735","855","375",
"일본","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","27","18","32","22","429","449","461","335","670","182","225","350","537","716","899","673","936","1281","1122","3679","2433","1632","2592","2055",
"일본","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"일본","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","537","716","899","673","936","1281","1122","3679","2433","1632","2592","2055",
"일본","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","13534","11782","11408","12236","12456","11868","14005","19265","18776","20580","16361","24188","20440","20244","22786","27061","34571","34982","33399","33848","36739","35529","31897","30472",
"일본","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","412","317","353","417","431","477","523","627","569","808","851","871",
"일본","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","20028","19927","22433","26644","34140","34505","32876","33221","36170","34721","31046","29601",
"일본","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","604","202","316","346","144","108","117","130","135","229","131","173","182","179","174","156","206","216","209","165","241","185","219","133",
"일본","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"일본","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","182","179","174","156","206","216","209","165","241","185","219","133",
"일본","화장품","계","해외직접판매액[백만원]","백만원","1034","781","646","939","874","1223","1671","2832","2080","2466","2765","4034","5052","4135","3906","4204","4425","3577","4465","6313","8327","9592","11800","13970",
"일본","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","3332","2944","2031","2358","2694","2666","3141","5003","6432","8027","9296","9028",
"일본","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1720","1191","1875","1846","1731","911","1324","1310","1895","1565","2504","4942",
"일본","아동·유아용품","계","해외직접판매액[백만원]","백만원","83","33","110","199","29","24","19","44","44","83","39","68","52","43","28","40","50","53","50","102","78","166","150","191",
"일본","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","4","2",
"일본","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","52","43","28","40","50","53","50","102","78","165","146","189",
"일본","음·식료품","계","해외직접판매액[백만원]","백만원","186","116","177","316","606","475","159","190","848","3144","153","530","695","391","151","186","435","435","358","1019","998","755","1096","1269",
"일본","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","118","86","102","113","114","125","127","161","201","257","185","232",
"일본","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","577","305","49","73","321","310","231","858","797","498","911","1037",
"일본","농축수산물","계","해외직접판매액[백만원]","백만원","10","9","15","16","19","16","31","15","13","1","2","1","1","3","0","0","2","2","2","0","0","6","2","10",
"일본","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"일본","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","3","0","0","2","2","2","0","0","6","2","10",
"일본","생활·자동차용품","계","해외직접판매액[백만원]","백만원","1042","609","927","1409","490","385","244","285","646","642","510","750","736","700","703","661","919","858","888","544","1590","986","1291","1113",
"일본","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"일본","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","736","700","703","661","919","858","888","544","1590","986","1291","1113",
"일본","기 타","계","해외직접판매액[백만원]","백만원","3011","2739","3492","3338","3363","2797","2615","3081","3432","3781","3902","4016","4398","4325","4451","4473","4733","5376","5102","5512","5283","5436","6242","5852",
"일본","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"일본","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","4398","4325","4451","4473","4733","5376","5102","5512","5283","5436","6242","5852",
"아세안","합계","계","해외직접판매액[백만원]","백만원","10734","10982","11473","12122","12842","13411","15076","17029","16871","18837","16600","23188","35796","29002","37523","45446","41231","41292","37454","45996","45171","47208","52493","56756",
"아세안","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","15312","10281","16922","24015","24643","23714","19969","21197","26758","28011","34115","29814",
"아세안","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","20484","18721","20601","21431","16588","17578","17485","24799","18413","19197","18378","26942",
"아세안","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","136","136","172","190","217","140","136","174","215","233","195","116","316","294","90","75","342","283","82","139","328","321","96","79",
"아세안","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","2","0","0","0","0",
"아세안","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","316","294","90","75","342","283","82","137","328","321","96","79",
"아세안","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","2896","3005","3073","3183","2499","2853","3518","3772","3463","3237","2577","3368","3430","3214","3514","3962","3754","2503","2596","2729","2722","3246","3951","5162",
"아세안","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1189","721","994","1667","2072","718","816","546","470","1093","1729","2350",
"아세안","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2241","2493","2520","2295","1682","1785","1780","2183","2252","2153","2222","2812",
"아세안","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아세안","소프트웨어","계","해외직접판매액[백만원]","백만원","19","17","18","27","149","50","27","9","6","15","3","2","3","4","20","13","6","17","13","6","3","4","1","0",
"아세안","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"아세안","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","3","4","20","13","6","17","13","6","3","4","1","0",
